business	dictionary_code	item_code	item_short_name	item_full_name	analytical_attribute_code
FB	DOCUMENTS	0000002179	0000002179	Документ 0000002179	documentId
FB	DOCUMENTS	0000002180	0000002180	Документ 0000002180	documentId
FB	DOCUMENTS	0000002181	0000002181	Документ 0000002181	documentId
FB	DOCUMENTS	0000002182	0000002182	Документ 0000002182	documentId
FB	DOCUMENTS	0000002183	0000002183	Документ 0000002183	documentId
FB	DOCUMENTS	0000002184	0000002184	Документ 0000002184	documentId
FB	DOCUMENTS	0000002185	0000002185	Документ 0000002185	documentId
FB	DOCUMENTS	0000002188	0000002188	Документ 0000002188	documentId
FB	DOCUMENTS	0000002189	0000002189	Документ 0000002189	documentId
FB	DOCUMENTS	0000002190	0000002190	Документ 0000002190	documentId
FB	DOCUMENTS	0000002191	0000002191	Документ 0000002191	documentId
FB	DOCUMENTS	0000002192	0000002192	Документ 0000002192	documentId
FB	DOCUMENTS	0000002193	0000002193	Документ 0000002193	documentId
FB	DOCUMENTS	0000002194	0000002194	Документ 0000002194	documentId
FB	DOCUMENTS	0000002195	0000002195	Документ 0000002195	documentId
FB	DOCUMENTS	0000002196	0000002196	Документ 0000002196	documentId
FB	DOCUMENTS	0000002197	0000002197	Документ 0000002197	documentId
FB	DOCUMENTS	0000002198	0000002198	Документ 0000002198	documentId
FB	DOCUMENTS	0000002199	0000002199	Документ 0000002199	documentId
FB	DOCUMENTS	0000002200	0000002200	Документ 0000002200	documentId
FB	DOCUMENTS	0000002201	0000002201	Документ 0000002201	documentId
FB	DOCUMENTS	0000002202	0000002202	Документ 0000002202	documentId
FB	DOCUMENTS	0000002203	0000002203	Документ 0000002203	documentId
FB	DOCUMENTS	0000002204	0000002204	Документ 0000002204	documentId
FB	DOCUMENTS	0000002205	0000002205	Документ 0000002205	documentId
FB	DOCUMENTS	0000002206	0000002206	Документ 0000002206	documentId
FB	DOCUMENTS	0000002207	0000002207	Документ 0000002207	documentId
FB	DOCUMENTS	0000002209	0000002209	Документ 0000002209	documentId
FB	DOCUMENTS	0000002210	0000002210	Документ 0000002210	documentId
FB	DOCUMENTS	0000002211	0000002211	Документ 0000002211	documentId
FB	DOCUMENTS	0000002212	0000002212	Документ 0000002212	documentId
FB	DOCUMENTS	0000002213	0000002213	Документ 0000002213	documentId
FB	DOCUMENTS	0000002214	0000002214	Документ 0000002214	documentId
FB	DOCUMENTS	0000002215	0000002215	Документ 0000002215	documentId
FB	DOCUMENTS	0000002216	0000002216	Документ 0000002216	documentId
FB	DOCUMENTS	0000002217	0000002217	Документ 0000002217	documentId
FB	DOCUMENTS	0000002218	0000002218	Документ 0000002218	documentId
FB	DOCUMENTS	0000002219	0000002219	Документ 0000002219	documentId
FB	DOCUMENTS	0000002220	0000002220	Документ 0000002220	documentId
FB	DOCUMENTS	0000002221	0000002221	Документ 0000002221	documentId
FB	DOCUMENTS	0000002222	0000002222	Документ 0000002222	documentId
FB	DOCUMENTS	0000002223	0000002223	Документ 0000002223	documentId
FB	DOCUMENTS	0000002224	0000002224	Документ 0000002224	documentId
FB	DOCUMENTS	0000002225	0000002225	Документ 0000002225	documentId
FB	DOCUMENTS	0000002226	0000002226	Документ 0000002226	documentId
FB	DOCUMENTS	0000002227	0000002227	Документ 0000002227	documentId
FB	DOCUMENTS	0000002228	0000002228	Документ 0000002228	documentId
FB	DOCUMENTS	0000002229	0000002229	Документ 0000002229	documentId
FB	DOCUMENTS	0000002230	0000002230	Документ 0000002230	documentId
FB	DOCUMENTS	0000002233	0000002233	Документ 0000002233	documentId
FB	DOCUMENTS	0000002234	0000002234	Документ 0000002234	documentId
FB	DOCUMENTS	0000002235	0000002235	Документ 0000002235	documentId
FB	DOCUMENTS	0000002236	0000002236	Документ 0000002236	documentId
FB	DOCUMENTS	0000002237	0000002237	Документ 0000002237	documentId
FB	DOCUMENTS	0000002238	0000002238	Документ 0000002238	documentId
FB	DOCUMENTS	0000002239	0000002239	Документ 0000002239	documentId
FB	DOCUMENTS	0000002240	0000002240	Документ 0000002240	documentId
FB	DOCUMENTS	0000002241	0000002241	Документ 0000002241	documentId
FB	DOCUMENTS	0000002242	0000002242	Документ 0000002242	documentId
FB	DOCUMENTS	0000002243	0000002243	Документ 0000002243	documentId
FB	DOCUMENTS	0000002244	0000002244	Документ 0000002244	documentId
FB	DOCUMENTS	0000002245	0000002245	Документ 0000002245	documentId
FB	DOCUMENTS	0000002246	0000002246	Документ 0000002246	documentId
FB	DOCUMENTS	0000002247	0000002247	Документ 0000002247	documentId
FB	DOCUMENTS	0000002248	0000002248	Документ 0000002248	documentId
FB	DOCUMENTS	0000002249	0000002249	Документ 0000002249	documentId
FB	DOCUMENTS	0000002250	0000002250	Документ 0000002250	documentId
FB	DOCUMENTS	0000002251	0000002251	Документ 0000002251	documentId
FB	DOCUMENTS	0000002252	0000002252	Документ 0000002252	documentId
FB	DOCUMENTS	0000002253	0000002253	Документ 0000002253	documentId
FB	DOCUMENTS	0000002254	0000002254	Документ 0000002254	documentId
FB	DOCUMENTS	0000002255	0000002255	Документ 0000002255	documentId
FB	DOCUMENTS	0000002256	0000002256	Документ 0000002256	documentId
FB	DOCUMENTS	0000002257	0000002257	Документ 0000002257	documentId
FB	DOCUMENTS	0000002259	0000002259	Документ 0000002259	documentId
FB	DOCUMENTS	0000002260	0000002260	Документ 0000002260	documentId
FB	DOCUMENTS	0000002261	0000002261	Документ 0000002261	documentId
FB	DOCUMENTS	0000002262	0000002262	Документ 0000002262	documentId
FB	DOCUMENTS	0000002263	0000002263	Документ 0000002263	documentId
FB	DOCUMENTS	0000002264	0000002264	Документ 0000002264	documentId
FB	DOCUMENTS	0000002265	0000002265	Документ 0000002265	documentId
FB	DOCUMENTS	0000002266	0000002266	Документ 0000002266	documentId
FB	DOCUMENTS	0000002267	0000002267	Документ 0000002267	documentId
FB	DOCUMENTS	0000002268	0000002268	Документ 0000002268	documentId
FB	DOCUMENTS	0000002269	0000002269	Документ 0000002269	documentId
FB	DOCUMENTS	0000002270	0000002270	Документ 0000002270	documentId
FB	DOCUMENTS	0000002271	0000002271	Документ 0000002271	documentId
FB	DOCUMENTS	0000002272	0000002272	Документ 0000002272	documentId
FB	DOCUMENTS	0000002273	0000002273	Документ 0000002273	documentId
FB	DOCUMENTS	0000002274	0000002274	Документ 0000002274	documentId
FB	DOCUMENTS	0000002275	0000002275	Документ 0000002275	documentId
FB	DOCUMENTS	0000002276	0000002276	Документ 0000002276	documentId
FB	DOCUMENTS	0000002277	0000002277	Документ 0000002277	documentId
FB	DOCUMENTS	0000002278	0000002278	Документ 0000002278	documentId
FB	DOCUMENTS	0000002279	0000002279	Документ 0000002279	documentId
FB	DOCUMENTS	0000002280	0000002280	Документ 0000002280	documentId
FB	DOCUMENTS	0000002281	0000002281	Документ 0000002281	documentId
FB	DOCUMENTS	0000002282	0000002282	Документ 0000002282	documentId
FB	DOCUMENTS	0000002283	0000002283	Документ 0000002283	documentId
FB	DOCUMENTS	0000002284	0000002284	Документ 0000002284	documentId
FB	DOCUMENTS	0000002285	0000002285	Документ 0000002285	documentId
FB	DOCUMENTS	0000002286	0000002286	Документ 0000002286	documentId
FB	DOCUMENTS	0000002287	0000002287	Документ 0000002287	documentId
FB	DOCUMENTS	0000002288	0000002288	Документ 0000002288	documentId
FB	DOCUMENTS	0000002289	0000002289	Документ 0000002289	documentId
FB	DOCUMENTS	0000002290	0000002290	Документ 0000002290	documentId
FB	DOCUMENTS	0000002291	0000002291	Документ 0000002291	documentId
FB	DOCUMENTS	0000002292	0000002292	Документ 0000002292	documentId
FB	DOCUMENTS	0000002293	0000002293	Документ 0000002293	documentId
FB	DOCUMENTS	0000002294	0000002294	Документ 0000002294	documentId
FB	DOCUMENTS	0000002295	0000002295	Документ 0000002295	documentId
FB	DOCUMENTS	0000002296	0000002296	Документ 0000002296	documentId
FB	DOCUMENTS	0000002297	0000002297	Документ 0000002297	documentId
FB	DOCUMENTS	0000002300	0000002300	Документ 0000002300	documentId
FB	DOCUMENTS	0000002301	0000002301	Документ 0000002301	documentId
FB	DOCUMENTS	0000002302	0000002302	Документ 0000002302	documentId
FB	DOCUMENTS	0000002303	0000002303	Документ 0000002303	documentId
FB	DOCUMENTS	0000002304	0000002304	Документ 0000002304	documentId
FB	DOCUMENTS	0000002305	0000002305	Документ 0000002305	documentId
FB	DOCUMENTS	0000002306	0000002306	Документ 0000002306	documentId
FB	DOCUMENTS	0000002307	0000002307	Документ 0000002307	documentId
FB	DOCUMENTS	0000002308	0000002308	Документ 0000002308	documentId
FB	DOCUMENTS	0000002309	0000002309	Документ 0000002309	documentId
FB	DOCUMENTS	0000002310	0000002310	Документ 0000002310	documentId
FB	DOCUMENTS	0000002311	0000002311	Документ 0000002311	documentId
FB	DOCUMENTS	0000002312	0000002312	Документ 0000002312	documentId
FB	DOCUMENTS	0000002313	0000002313	Документ 0000002313	documentId
FB	DOCUMENTS	0000002314	0000002314	Документ 0000002314	documentId
FB	DOCUMENTS	0000002315	0000002315	Документ 0000002315	documentId
FB	DOCUMENTS	0000002316	0000002316	Документ 0000002316	documentId
FB	DOCUMENTS	0000002317	0000002317	Документ 0000002317	documentId
FB	DOCUMENTS	0000002318	0000002318	Документ 0000002318	documentId
FB	DOCUMENTS	0000002319	0000002319	Документ 0000002319	documentId
FB	DOCUMENTS	0000002320	0000002320	Документ 0000002320	documentId
FB	DOCUMENTS	0000002321	0000002321	Документ 0000002321	documentId
FB	DOCUMENTS	0000002322	0000002322	Документ 0000002322	documentId
FB	DOCUMENTS	0000002323	0000002323	Документ 0000002323	documentId
FB	DOCUMENTS	0000002324	0000002324	Документ 0000002324	documentId
FB	DOCUMENTS	0000002325	0000002325	Документ 0000002325	documentId
FB	DOCUMENTS	0000002326	0000002326	Документ 0000002326	documentId
FB	DOCUMENTS	0000002327	0000002327	Документ 0000002327	documentId
FB	DOCUMENTS	0000002345	0000002345	Документ 0000002345	documentId
FB	DOCUMENTS	0000002357	0000002357	Документ 0000002357	documentId
FB	DOCUMENTS	0000002359	0000002359	Документ 0000002359	documentId
FB	DOCUMENTS	0000002379	0000002379	Документ 0000002379	documentId
FB	DOCUMENTS	0000002417	0000002417	Документ 0000002417	documentId
FB	DOCUMENTS	0000002440	0000002440	Документ 0000002440	documentId
FB	DOCUMENTS	0000002454	0000002454	Документ 0000002454	documentId
FB	DOCUMENTS	0000002456	0000002456	Документ 0000002456	documentId
FB	DOCUMENTS	0000002486	0000002486	Документ 0000002486	documentId
FB	DOCUMENTS	0000002491	0000002491	Документ 0000002491	documentId
FB	DOCUMENTS	0000002511	0000002511	Документ 0000002511	documentId
FB	DOCUMENTS	0000002522	0000002522	Документ 0000002522	documentId
FB	DOCUMENTS	0000002523	0000002523	Документ 0000002523	documentId
FB	DOCUMENTS	0000002524	0000002524	Документ 0000002524	documentId
FB	DOCUMENTS	0000002525	0000002525	Документ 0000002525	documentId
FB	DOCUMENTS	0000002526	0000002526	Документ 0000002526	documentId
FB	DOCUMENTS	0000002530	0000002530	Документ 0000002530	documentId
FB	DOCUMENTS	0000002534	0000002534	Документ 0000002534	documentId
FB	DOCUMENTS	0000002544	0000002544	Документ 0000002544	documentId
FB	DOCUMENTS	0000002545	0000002545	Документ 0000002545	documentId
FB	DOCUMENTS	0000002549	0000002549	Документ 0000002549	documentId
FB	DOCUMENTS	0000002563	0000002563	Документ 0000002563	documentId
FB	DOCUMENTS	0000002588	0000002588	Документ 0000002588	documentId
FB	DOCUMENTS	0000002591	0000002591	Документ 0000002591	documentId
FB	DOCUMENTS	0000002618	0000002618	Документ 0000002618	documentId
FB	DOCUMENTS	0000002626	0000002626	Документ 0000002626	documentId
FB	DOCUMENTS	0000002629	0000002629	Документ 0000002629	documentId
FB	DOCUMENTS	0000002630	0000002630	Документ 0000002630	documentId
FB	DOCUMENTS	0000002632	0000002632	Документ 0000002632	documentId
FB	DOCUMENTS	0000002639	0000002639	Документ 0000002639	documentId
FB	DOCUMENTS	0000002640	0000002640	Документ 0000002640	documentId
FB	DOCUMENTS	0000002675	0000002675	Документ 0000002675	documentId
FB	DOCUMENTS	0000002676	0000002676	Документ 0000002676	documentId
FB	DOCUMENTS	0000002677	0000002677	Документ 0000002677	documentId
FB	DOCUMENTS	0000002699	0000002699	Документ 0000002699	documentId
FB	DOCUMENTS	0000002702	0000002702	Документ 0000002702	documentId
FB	DOCUMENTS	0000002709	0000002709	Документ 0000002709	documentId
FB	DOCUMENTS	0000002712	0000002712	Документ 0000002712	documentId
FB	DOCUMENTS	0000002732	0000002732	Документ 0000002732	documentId
FB	DOCUMENTS	0000002733	0000002733	Документ 0000002733	documentId
FB	DOCUMENTS	0000002734	0000002734	Документ 0000002734	documentId
FB	DOCUMENTS	0000002751	0000002751	Документ 0000002751	documentId
FB	DOCUMENTS	0000002776	0000002776	Документ 0000002776	documentId
FB	DOCUMENTS	0000002783	0000002783	Документ 0000002783	documentId
FB	DOCUMENTS	0000002784	0000002784	Документ 0000002784	documentId
FB	DOCUMENTS	0000002787	0000002787	Документ 0000002787	documentId
FB	DOCUMENTS	0000002794	0000002794	Документ 0000002794	documentId
FB	DOCUMENTS	0000002795	0000002795	Документ 0000002795	documentId
FB	DOCUMENTS	0000002796	0000002796	Документ 0000002796	documentId
FB	DOCUMENTS	0000002797	0000002797	Документ 0000002797	documentId
FB	DOCUMENTS	0000002822	0000002822	Документ 0000002822	documentId
FB	DOCUMENTS	0000002844	0000002844	Документ 0000002844	documentId
FB	DOCUMENTS	0000002854	0000002854	Документ 0000002854	documentId
FB	DOCUMENTS	0000002855	0000002855	Документ 0000002855	documentId
FB	DOCUMENTS	0000002889	0000002889	Документ 0000002889	documentId
FB	DOCUMENTS	0000002907	0000002907	Документ 0000002907	documentId
FB	DOCUMENTS	0000002920	0000002920	Документ 0000002920	documentId
FB	DOCUMENTS	0000002921	0000002921	Документ 0000002921	documentId
FB	DOCUMENTS	0000002938	0000002938	Документ 0000002938	documentId
FB	DOCUMENTS	0000002970	0000002970	Документ 0000002970	documentId
FB	DOCUMENTS	0000002982	0000002982	Документ 0000002982	documentId
FB	DOCUMENTS	0000002984	0000002984	Документ 0000002984	documentId
FB	DOCUMENTS	0000003022	0000003022	Документ 0000003022	documentId
FB	DOCUMENTS	0000003039	0000003039	Документ 0000003039	documentId
FB	DOCUMENTS	0000003040	0000003040	Документ 0000003040	documentId
FB	DOCUMENTS	0000003041	0000003041	Документ 0000003041	documentId
FB	DOCUMENTS	0000003052	0000003052	Документ 0000003052	documentId
FB	DOCUMENTS	0000003061	0000003061	Документ 0000003061	documentId
FB	DOCUMENTS	0000003066	0000003066	Документ 0000003066	documentId
FB	DOCUMENTS	0000003069	0000003069	Документ 0000003069	documentId
FB	DOCUMENTS	0000003072	0000003072	Документ 0000003072	documentId
FB	DOCUMENTS	0000003075	0000003075	Документ 0000003075	documentId
FB	DOCUMENTS	0000003077	0000003077	Документ 0000003077	documentId
FB	DOCUMENTS	0000003093	0000003093	Документ 0000003093	documentId
FB	DOCUMENTS	0000003094	0000003094	Документ 0000003094	documentId
FB	DOCUMENTS	0000003097	0000003097	Документ 0000003097	documentId
FB	DOCUMENTS	0000003112	0000003112	Документ 0000003112	documentId
FB	DOCUMENTS	0000003117	0000003117	Документ 0000003117	documentId
FB	DOCUMENTS	0000003129	0000003129	Документ 0000003129	documentId
FB	DOCUMENTS	0000003131	0000003131	Документ 0000003131	documentId
FB	DOCUMENTS	0000003132	0000003132	Документ 0000003132	documentId
FB	DOCUMENTS	0000003137	0000003137	Документ 0000003137	documentId
FB	DOCUMENTS	0000003138	0000003138	Документ 0000003138	documentId
FB	DOCUMENTS	0000003146	0000003146	Документ 0000003146	documentId
FB	DOCUMENTS	0000003149	0000003149	Документ 0000003149	documentId
FB	DOCUMENTS	0000003150	0000003150	Документ 0000003150	documentId
FB	DOCUMENTS	0000003155	0000003155	Документ 0000003155	documentId
FB	DOCUMENTS	0000003156	0000003156	Документ 0000003156	documentId
FB	DOCUMENTS	0000003157	0000003157	Документ 0000003157	documentId
FB	DOCUMENTS	0000003158	0000003158	Документ 0000003158	documentId
FB	DOCUMENTS	0000003162	0000003162	Документ 0000003162	documentId
FB	DOCUMENTS	0000003180	0000003180	Документ 0000003180	documentId
FB	DOCUMENTS	0000003181	0000003181	Документ 0000003181	documentId
FB	DOCUMENTS	0000003182	0000003182	Документ 0000003182	documentId
FB	DOCUMENTS	0000003191	0000003191	Документ 0000003191	documentId
FB	DOCUMENTS	0000003192	0000003192	Документ 0000003192	documentId
FB	DOCUMENTS	0000003193	0000003193	Документ 0000003193	documentId
FB	DOCUMENTS	0000003209	0000003209	Документ 0000003209	documentId
FB	DOCUMENTS	0000003234	0000003234	Документ 0000003234	documentId
FB	DOCUMENTS	0000003235	0000003235	Документ 0000003235	documentId
FB	DOCUMENTS	0000003236	0000003236	Документ 0000003236	documentId
FB	DOCUMENTS	0000003237	0000003237	Документ 0000003237	documentId
FB	DOCUMENTS	0000003242	0000003242	Документ 0000003242	documentId
FB	DOCUMENTS	0000003261	0000003261	Документ 0000003261	documentId
FB	DOCUMENTS	0000003279	0000003279	Документ 0000003279	documentId
FB	DOCUMENTS	0000003314	0000003314	Документ 0000003314	documentId
FB	DOCUMENTS	0000003316	0000003316	Документ 0000003316	documentId
FB	DOCUMENTS	0000003352	0000003352	Документ 0000003352	documentId
FB	DOCUMENTS	0000003354	0000003354	Документ 0000003354	documentId
FB	DOCUMENTS	0000003374	0000003374	Документ 0000003374	documentId
FB	DOCUMENTS	0000003376	0000003376	Документ 0000003376	documentId
FB	DOCUMENTS	0000003377	0000003377	Документ 0000003377	documentId
FB	DOCUMENTS	0000003378	0000003378	Документ 0000003378	documentId
FB	DOCUMENTS	0000003379	0000003379	Документ 0000003379	documentId
FB	DOCUMENTS	0000003384	0000003384	Документ 0000003384	documentId
FB	DOCUMENTS	0000003385	0000003385	Документ 0000003385	documentId
FB	DOCUMENTS	0000003388	0000003388	Документ 0000003388	documentId
FB	DOCUMENTS	0000003389	0000003389	Документ 0000003389	documentId
FB	DOCUMENTS	0000003391	0000003391	Документ 0000003391	documentId
FB	DOCUMENTS	0000003392	0000003392	Документ 0000003392	documentId
FB	DOCUMENTS	0000003393	0000003393	Документ 0000003393	documentId
FB	DOCUMENTS	0000003394	0000003394	Документ 0000003394	documentId
FB	DOCUMENTS	0000003395	0000003395	Документ 0000003395	documentId
FB	DOCUMENTS	0000003396	0000003396	Документ 0000003396	documentId
FB	DOCUMENTS	0000003407	0000003407	Документ 0000003407	documentId
FB	DOCUMENTS	0000003422	0000003422	Документ 0000003422	documentId
FB	DOCUMENTS	0000003423	0000003423	Документ 0000003423	documentId
FB	DOCUMENTS	0000003439	0000003439	Документ 0000003439	documentId
FB	DOCUMENTS	0000003453	0000003453	Документ 0000003453	documentId
FB	DOCUMENTS	0000003454	0000003454	Документ 0000003454	documentId
FB	DOCUMENTS	0000003468	0000003468	Документ 0000003468	documentId
FB	DOCUMENTS	0000003481	0000003481	Документ 0000003481	documentId
FB	DOCUMENTS	0000003482	0000003482	Документ 0000003482	documentId
FB	DOCUMENTS	0000003495	0000003495	Документ 0000003495	documentId
FB	DOCUMENTS	0000003506	0000003506	Документ 0000003506	documentId
FB	DOCUMENTS	0000003508	0000003508	Документ 0000003508	documentId
FB	DOCUMENTS	0000003518	0000003518	Документ 0000003518	documentId
FB	DOCUMENTS	0000003526	0000003526	Документ 0000003526	documentId
FB	DOCUMENTS	0000003527	0000003527	Документ 0000003527	documentId
FB	DOCUMENTS	0000003528	0000003528	Документ 0000003528	documentId
FB	DOCUMENTS	0000003529	0000003529	Документ 0000003529	documentId
FB	DOCUMENTS	0000003548	0000003548	Документ 0000003548	documentId
FB	DOCUMENTS	0000003566	0000003566	Документ 0000003566	documentId
FB	DOCUMENTS	0000003579	0000003579	Документ 0000003579	documentId
FB	DOCUMENTS	0000003580	0000003580	Документ 0000003580	documentId
FB	DOCUMENTS	0000003583	0000003583	Документ 0000003583	documentId
FB	DOCUMENTS	0000003599	0000003599	Документ 0000003599	documentId
FB	DOCUMENTS	0000003616	0000003616	Документ 0000003616	documentId
FB	DOCUMENTS	0000003628	0000003628	Документ 0000003628	documentId
FB	DOCUMENTS	0000003641	0000003641	Документ 0000003641	documentId
FB	DOCUMENTS	0000003654	0000003654	Документ 0000003654	documentId
FB	DOCUMENTS	0000003665	0000003665	Документ 0000003665	documentId
FB	DOCUMENTS	0000003674	0000003674	Документ 0000003674	documentId
FB	DOCUMENTS	0000003684	0000003684	Документ 0000003684	documentId
FB	DOCUMENTS	0000003691	0000003691	Документ 0000003691	documentId
FB	DOCUMENTS	0000003699	0000003699	Документ 0000003699	documentId
FB	DOCUMENTS	0000003704	0000003704	Документ 0000003704	documentId
FB	DOCUMENTS	0000003709	0000003709	Документ 0000003709	documentId
FB	DOCUMENTS	0000003714	0000003714	Документ 0000003714	documentId
FB	DOCUMENTS	0000003716	0000003716	Документ 0000003716	documentId
FB	DOCUMENTS	0000003718	0000003718	Документ 0000003718	documentId
FB	DOCUMENTS	0000003720	0000003720	Документ 0000003720	documentId
FB	DOCUMENTS	0000003721	0000003721	Документ 0000003721	documentId
FB	DOCUMENTS	0000003723	0000003723	Документ 0000003723	documentId
FB	DOCUMENTS	0000003725	0000003725	Документ 0000003725	documentId
FB	DOCUMENTS	0000003726	0000003726	Документ 0000003726	documentId
FB	DOCUMENTS	0000003730	0000003730	Документ 0000003730	documentId
FB	DOCUMENTS	0000003731	0000003731	Документ 0000003731	documentId
FB	DOCUMENTS	0000003733	0000003733	Документ 0000003733	documentId
FB	DOCUMENTS	0000003738	0000003738	Документ 0000003738	documentId
FB	DOCUMENTS	0000003739	0000003739	Документ 0000003739	documentId
FB	DOCUMENTS	0000003740	0000003740	Документ 0000003740	documentId
FB	DOCUMENTS	0000003741	0000003741	Документ 0000003741	documentId
FB	DOCUMENTS	0000003742	0000003742	Документ 0000003742	documentId
FB	DOCUMENTS	0000003743	0000003743	Документ 0000003743	documentId
FB	DOCUMENTS	0000003744	0000003744	Документ 0000003744	documentId
FB	DOCUMENTS	0000003745	0000003745	Документ 0000003745	documentId
FB	DOCUMENTS	0000003746	0000003746	Документ 0000003746	documentId
FB	DOCUMENTS	0000003749	0000003749	Документ 0000003749	documentId
FB	DOCUMENTS	0000003753	0000003753	Документ 0000003753	documentId
FB	DOCUMENTS	0000003755	0000003755	Документ 0000003755	documentId
FB	DOCUMENTS	0000003758	0000003758	Документ 0000003758	documentId
FB	DOCUMENTS	0000003759	0000003759	Документ 0000003759	documentId
FB	DOCUMENTS	0000003761	0000003761	Документ 0000003761	documentId
FB	DOCUMENTS	0000003784	0000003784	Документ 0000003784	documentId
FB	DOCUMENTS	0000003785	0000003785	Документ 0000003785	documentId
FB	DOCUMENTS	0000003787	0000003787	Документ 0000003787	documentId
FB	DOCUMENTS	0000003788	0000003788	Документ 0000003788	documentId
FB	DOCUMENTS	0000003789	0000003789	Документ 0000003789	documentId
FB	DOCUMENTS	0000003790	0000003790	Документ 0000003790	documentId
FB	DOCUMENTS	0000003797	0000003797	Документ 0000003797	documentId
FB	DOCUMENTS	0000003798	0000003798	Документ 0000003798	documentId
FB	DOCUMENTS	0000003801	0000003801	Документ 0000003801	documentId
FB	DOCUMENTS	0000003803	0000003803	Документ 0000003803	documentId
FB	DOCUMENTS	0000003807	0000003807	Документ 0000003807	documentId
FB	DOCUMENTS	0000003808	0000003808	Документ 0000003808	documentId
FB	DOCUMENTS	0000003810	0000003810	Документ 0000003810	documentId
FB	DOCUMENTS	0000003811	0000003811	Документ 0000003811	documentId
FB	DOCUMENTS	0000003817	0000003817	Документ 0000003817	documentId
FB	DOCUMENTS	0000003818	0000003818	Документ 0000003818	documentId
FB	DOCUMENTS	0000003819	0000003819	Документ 0000003819	documentId
FB	DOCUMENTS	0000003820	0000003820	Документ 0000003820	documentId
FB	DOCUMENTS	0000003823	0000003823	Документ 0000003823	documentId
FB	DOCUMENTS	0000003824	0000003824	Документ 0000003824	documentId
FB	DOCUMENTS	0000003825	0000003825	Документ 0000003825	documentId
FB	DOCUMENTS	0000003826	0000003826	Документ 0000003826	documentId
FB	DOCUMENTS	0000003827	0000003827	Документ 0000003827	documentId
FB	DOCUMENTS	0000003828	0000003828	Документ 0000003828	documentId
FB	DOCUMENTS	0000003829	0000003829	Документ 0000003829	documentId
FB	DOCUMENTS	0000003831	0000003831	Документ 0000003831	documentId
FB	DOCUMENTS	0000003834	0000003834	Документ 0000003834	documentId
FB	DOCUMENTS	0000003836	0000003836	Документ 0000003836	documentId
FB	DOCUMENTS	0000003839	0000003839	Документ 0000003839	documentId
FB	DOCUMENTS	0000003846	0000003846	Документ 0000003846	documentId
FB	DOCUMENTS	0000003847	0000003847	Документ 0000003847	documentId
FB	DOCUMENTS	0000003848	0000003848	Документ 0000003848	documentId
FB	DOCUMENTS	0000003849	0000003849	Документ 0000003849	documentId
FB	DOCUMENTS	0000003852	0000003852	Документ 0000003852	documentId
FB	DOCUMENTS	0000003853	0000003853	Документ 0000003853	documentId
FB	DOCUMENTS	0000003854	0000003854	Документ 0000003854	documentId
FB	DOCUMENTS	0000003855	0000003855	Документ 0000003855	documentId
FB	DOCUMENTS	0000003856	0000003856	Документ 0000003856	documentId
FB	DOCUMENTS	0000003857	0000003857	Документ 0000003857	documentId
FB	DOCUMENTS	0000003858	0000003858	Документ 0000003858	documentId
FB	DOCUMENTS	0000003859	0000003859	Документ 0000003859	documentId
FB	DOCUMENTS	0000003860	0000003860	Документ 0000003860	documentId
FB	DOCUMENTS	0000003861	0000003861	Документ 0000003861	documentId
FB	DOCUMENTS	0000003866	0000003866	Документ 0000003866	documentId
FB	DOCUMENTS	0000003868	0000003868	Документ 0000003868	documentId
FB	DOCUMENTS	0000003873	0000003873	Документ 0000003873	documentId
FB	DOCUMENTS	0000003874	0000003874	Документ 0000003874	documentId
FB	DOCUMENTS	0000003875	0000003875	Документ 0000003875	documentId
FB	DOCUMENTS	0000003881	0000003881	Документ 0000003881	documentId
FB	DOCUMENTS	0000003882	0000003882	Документ 0000003882	documentId
FB	DOCUMENTS	0000003884	0000003884	Документ 0000003884	documentId
FB	DOCUMENTS	0000003885	0000003885	Документ 0000003885	documentId
FB	DOCUMENTS	0000003886	0000003886	Документ 0000003886	documentId
FB	DOCUMENTS	0000003887	0000003887	Документ 0000003887	documentId
FB	DOCUMENTS	0000003888	0000003888	Документ 0000003888	documentId
FB	DOCUMENTS	0000003889	0000003889	Документ 0000003889	documentId
FB	DOCUMENTS	0000003890	0000003890	Документ 0000003890	documentId
FB	DOCUMENTS	0000003891	0000003891	Документ 0000003891	documentId
FB	DOCUMENTS	0000003892	0000003892	Документ 0000003892	documentId
FB	DOCUMENTS	0000003893	0000003893	Документ 0000003893	documentId
FB	DOCUMENTS	0000003894	0000003894	Документ 0000003894	documentId
FB	DOCUMENTS	0000003895	0000003895	Документ 0000003895	documentId
FB	DOCUMENTS	0000003896	0000003896	Документ 0000003896	documentId
FB	DOCUMENTS	0000003897	0000003897	Документ 0000003897	documentId
FB	DOCUMENTS	0000003898	0000003898	Документ 0000003898	documentId
FB	DOCUMENTS	0000003899	0000003899	Документ 0000003899	documentId
FB	DOCUMENTS	0000003900	0000003900	Документ 0000003900	documentId
FB	DOCUMENTS	0000003901	0000003901	Документ 0000003901	documentId
FB	DOCUMENTS	0000003902	0000003902	Документ 0000003902	documentId
FB	DOCUMENTS	0000003903	0000003903	Документ 0000003903	documentId
FB	DOCUMENTS	0000003904	0000003904	Документ 0000003904	documentId
FB	DOCUMENTS	0000003905	0000003905	Документ 0000003905	documentId
FB	DOCUMENTS	0000003906	0000003906	Документ 0000003906	documentId
FB	DOCUMENTS	0000003907	0000003907	Документ 0000003907	documentId
